cenario_id,linha,modo,Idade,TPC,Volume,DB_SGF,Kappa,pct_A,pct_B,pct_C,pct_D,pct_MG
QM-PART01,16,A,6.533826424091286,141.4364805467976,8440.05913,498.9945988457231,17.83900451990711,0.4950114431248066,0.1639341607314071,0.0045163593539895,0.0,0.3365380367897968
QM-PART01,17,A,7.172956067906481,72.54357457499493,6700.0085,493.8050362696405,15.51661744710058,0.135121552457732,0.2146755888444022,0.4322195531542982,0.0,0.2179833055435676
QM-PART01,18,A,6.128043210643416,46.58989271373645,7272.04,474.0480577114537,15.17498715636621,0.4204556080549612,0.0,0.3828526795782201,0.0,0.1966917123668186
QM-PART01,19,A,6.938381044084735,94.1659893312254,9222.24,512.3910401160673,17.52334412010594,0.6042111244122903,0.3957888755877097,0.0,0.0,0.0
QM-PART01,20,A,7.515600422414874,45.22784023668639,7779.07,503.4233331233683,15.89483361819408,0.9001680149426602,0.0,0.0,0.0,0.0998319850573397
QM-PART01,21,A,6.798590054273671,74.78770473179635,9872.45001,480.1796420026643,17.03948113472448,0.3425254973765119,0.3509740901691332,0.3065004124543548,0.0,0.0
QM-PART01,22,A,5.807767677235208,76.14036127555481,7824.36,494.9461149154691,16.8007995365978,0.281529735339376,0.4656674795127013,0.0,0.0,0.2528027851479226
QM-PART01,23,A,6.186722289775137,116.9934602848426,8482.11,488.8403486986139,16.99514658649537,0.0,0.2069850544263161,0.3596982354626384,0.0,0.4333167101110454
QM-PART01,24,A,6.62689509613578,84.72019648331087,8380.61,497.5208955314708,16.76540238999159,0.3146393878249912,0.3406613599726034,0.0,0.0,0.3446992522024053
QM-PART01,25,A,7.47052713872211,77.82824452970638,6792.14,485.1781330626283,15.88131249393608,0.8934253416449013,0.0,0.0,0.0,0.1065746583550987
QM-PART01,26,A,6.909143484916974,67.30200741311452,9926.65002,502.0155810728482,17.44981015347484,0.1273207242577895,0.4621974161228664,0.0,0.2036012628558451,0.2068805967634991
QM-PART01,27,A,6.448894979141956,56.44210373921884,9455.75011,508.6003283165972,15.70707264580571,0.4713369810065761,0.0,0.1528263345783362,0.0195824464316348,0.3562542379834527
QM-PART01,28,A,5.787565505797206,53.8592535027306,10351.21,474.7742493421865,17.18459382562147,0.7234419937379302,0.0,0.122822356033739,0.0555307060720437,0.098204944156287
QM-PART01,29,A,6.888861261782254,37.90515519464007,7904.59,490.3469047730496,16.21038449281416,0.5250873226821379,0.0,0.3030138185535239,0.0,0.1718988587643382
QM-PART01,30,A,6.569296923197931,58.86396907634727,9582.41003,487.192597650402,15.96372120160441,0.6177592193891958,0.2781395026570367,0.008337300298138,1.09471416555528e-06,0.0957628829414639
QM-PART01,31,A,6.261548785226011,64.51921975822034,9445.79,484.8765527181951,15.12344123291059,0.8163880416566534,0.0459538058754217,0.0,0.0,0.1376581524679249
QM-PART01,32,A,5.920921873802565,87.11604355646922,9136.91905,498.024292688015,17.89611641619348,0.5778963325717545,0.1542185524780369,8.814021395975922e-05,0.0,0.2677969747362487
QM-PART01,33,A,7.015902374009564,100.5383003827829,4911.4,499.3211423423057,16.32380229265157,0.4157164963146964,0.0,0.295630573767154,0.0,0.2886529299181497
QM-PART01,34,A,6.511853082607702,41.77879990723272,8925.56,473.3791051877978,15.92979641925454,0.7499731109308547,0.0,0.0,0.180467107946168,0.0695597811229771
QM-PART01,35,A,8.327577061875521,68.22089192393261,8167.34307,508.3967402030536,15.32444003423876,0.349454595642448,0.0,0.2899538564381623,0.0196781252633238,0.3409134226560657
QM-PART01,36,A,7.298416771266319,98.09131102625912,5658.22,504.3446435539798,16.06153472926045,0.442328152669921,0.2030444203300685,0.0,0.0,0.3546274270000107
QM-PART01,37,A,6.114870864636688,49.03930919804595,7947.836859999999,501.8790761084311,15.51853684965791,0.0189133411578354,0.6898324508387053,0.1742310548633984,0.0,0.1170231531400608
QM-PART01,38,A,7.163602723321328,98.15014377727717,7522.190259999999,494.7940639771606,17.57878335173481,0.6497544572875507,0.0188814421186948,0.013461931498659,0.0,0.3179021690950954
QM-PART01,39,A,7.782554900138761,47.197620557993,9452.09,490.4118599907534,16.23754584314148,0.0,0.0,0.7407525742983827,0.0,0.2592474257016174
QM-PART01,40,A,7.180707001806115,59.9080840522758,6992.91,487.7352276234072,,0.3487975678222657,0.3272729092752517,0.0,0.0,0.3239295229024826
QM-PART01,41,A,6.745246118925531,72.46321669909015,9226.85,485.5184053496154,16.09075289521813,0.2238987303359218,0.568045432623268,0.0,0.0,0.2080558370408102
QM-PART01,42,A,6.1233974341948,70.8995621875747,9412.25,469.6207332146936,14.78474547646923,0.3350251002682674,0.0,0.6109644346463385,0.0,0.054010465085394
QM-PART01,43,A,6.475027067485124,44.70846321803369,6372.96,495.1726766212246,15.39903116234394,0.0,0.4308939645000125,0.4075704225352113,0.0,0.1615356129647762
